iter	Logloss	Accuracy
884	0.06287081126	0.9870657797
885	0.06284502527	0.9870657797
886	0.06283499186	0.9870657797
887	0.06283131612	0.9870657797
888	0.06282728339	0.9870657797
889	0.06275778683	0.9870657797
890	0.06273266234	0.9870657797
891	0.06256408404	0.9870657797
892	0.0624462549	0.9870657797
893	0.06229037829	0.9870657797
894	0.06218864582	0.9870657797
895	0.06218100772	0.9870657797
896	0.06214127057	0.9870657797
897	0.06198136991	0.9870657797
898	0.06197751544	0.9870657797
899	0.06186206754	0.9874353289
900	0.06163584761	0.9874353289
901	0.06155836028	0.9874353289
902	0.06153178822	0.9874353289
903	0.06152787248	0.9874353289
904	0.06152416499	0.9874353289
905	0.06149678079	0.9874353289
906	0.06148356382	0.9874353289
907	0.06126339754	0.9874353289
908	0.06121891994	0.9874353289
909	0.06118741224	0.9874353289
910	0.06110612741	0.9874353289
911	0.0610420096	0.9874353289
912	0.06098279198	0.9874353289
913	0.06097746786	0.9874353289
914	0.06097386137	0.9874353289
915	0.06092636598	0.9874353289
916	0.06084022086	0.987804878
917	0.06071424896	0.9881744272
918	0.06063473955	0.9881744272
919	0.06062206108	0.9881744272
920	0.06061858226	0.9881744272
921	0.06061498765	0.9881744272
922	0.06051249372	0.9885439763
923	0.06038927079	0.9885439763
924	0.06037263677	0.9885439763
925	0.06028925052	0.9885439763
926	0.06025721899	0.9885439763
927	0.0599687229	0.9885439763
928	0.05996540649	0.9885439763
929	0.05980290854	0.9885439763
930	0.05976109578	0.9889135255
931	0.0597559153	0.9889135255
932	0.05975235063	0.9889135255
933	0.05966311819	0.9889135255
934	0.05950132748	0.9889135255
935	0.05949786781	0.9892830746
936	0.05942041958	0.9892830746
937	0.05914935809	0.9896526238
938	0.05909549814	0.9896526238
939	0.05902859103	0.9896526238
940	0.0589957273	0.9896526238
941	0.05899226499	0.9896526238
942	0.05892519198	0.9896526238
943	0.05891918399	0.9896526238
944	0.05886691013	0.9896526238
945	0.05855104969	0.9900221729
946	0.05840268257	0.9900221729
947	0.05839871374	0.9900221729
948	0.05837765734	0.9900221729
949	0.0583724081	0.9900221729
950	0.05836596893	0.9900221729
951	0.05829854371	0.9903917221
952	0.05818108468	0.9900221729
953	0.05808845511	0.9907612712
954	0.05806205151	0.9907612712
955	0.05803859283	0.9907612712
956	0.05803509231	0.9907612712
957	0.05797214689	0.9907612712
958	0.05772099577	0.9907612712
959	0.05771755156	0.9907612712
960	0.05762639591	0.9907612712
961	0.05762308864	0.9907612712
962	0.05761884496	0.9907612712
963	0.05761578055	0.9907612712
964	0.05761279584	0.9907612712
965	0.05757439354	0.9903917221
966	0.05751828023	0.9903917221
967	0.05751225997	0.9903917221
968	0.0574487222	0.9903917221
969	0.05734504407	0.9907612712
970	0.0573227295	0.9907612712
971	0.057216897	0.9907612712
972	0.05721264247	0.9907612712
973	0.05712606547	0.9903917221
974	0.05707594075	0.9907612712
975	0.05704090473	0.9907612712
976	0.05698724694	0.9907612712
977	0.05692873308	0.9907612712
978	0.05681784101	0.9903917221
979	0.05677522041	0.9903917221
980	0.05673011126	0.9903917221
981	0.05672736296	0.9903917221
982	0.05663967721	0.9903917221
983	0.05638049674	0.9911308204
984	0.05633927238	0.9911308204
985	0.05631114388	0.9911308204
986	0.05625339292	0.9911308204
987	0.05621657872	0.9911308204
988	0.05619102997	0.9911308204
989	0.05612288566	0.9911308204
990	0.05611995778	0.9911308204
991	0.05610166756	0.9911308204
992	0.0560903138	0.9911308204
993	0.05601257943	0.9911308204
994	0.0559993504	0.9911308204
995	0.05599659101	0.9911308204
996	0.05591714726	0.9911308204
997	0.05589731453	0.9911308204
998	0.05589335189	0.9911308204
999	0.05583620446	0.9911308204
